text,label
Có giả thuyết về gen chung giữa OCD và TIC đúng không?,Rối loạn ám ảnh cưỡng chế (OCD)
Bệnh rối loạn tiền đình là gì?,Rối loạn tiền đình
 Cơn hoảng sợ là gì ?,Rối loạn hoảng sợ (Panic disorder)
"*PTSD và rối loạn thích ứng: Lo âu luôn có mặt trong PTSD, GAD không được chẩn đoán nếu lo âu xuất hiện do PTSD. Lo âu trong GAD khởi phát từ từ và tiến triển dao động, còn trong PTSD khởi phát cấp tính sau stress thường tiến triển mạn tính. Triệu chứng ám ảnh sợ xa lánh chỉ có trong PTSD mà không có trong GAD. Lo âu cũng có trong rối loạn thích ứng nó được chẩn đoán khi không đáp ứng các tiêu chuẩn để chẩn đoán rối loạn lo âu khác (gồm cả GAD). Trong rối loạn thích ứng lo âu khởi phát đáp ứng với một tác nhân gây stress kéo dài trong vòng 3 tháng nhưng
 không quá 6 tháng sau stress.
 *Trầm cảm, lưỡng cực và các rối loạn loạn thần: Lo âu lan tỏa phổ biến trong trầm cảm, lưỡng cực và rối loạn loạn thần, không được chẩn đoán GAD khi lo âu xuất hiện trong các rối loạn trên.",Rối loạn lo âu
Đâu là một trong những đặc điểm của rối loạn nhân cách kịch tính (HPD)?,Rối loạn nhân cách kịch (HPD)
"Một ví dụ về hội chứng Stockholm kinh điển có thể kể đến đó là trường hợp của Patty Hearst, đã bị bắt cóc vào năm 1974 bởi Quân đội Giải phóng Symbionese (SLA). Trong thời gian bị giam cầm, cô từ bỏ gia đình, lấy một cái tên mới, và thậm chí tham gia SLA cướp ngân hàng. Sau đó, Hearst bị bắt và cô sử dụng hội chứng Stockholm để bào chữa trong phiên tòa của mình.",Hội chứng Stockholm
 Tại sao rối loạn lo âu do một chất được cho là nguyên nhân gây lo âu ?,Rối loạn lo âu
"Nguyên nhân của rối loạn tâm thần thường không rõ ràng. Rối loạn tâm thần thường được xác định bằng việc kết hợp các cách cư xử, cảm nhận, nhận thức hoặc suy nghĩ của một người. Điều này có thể liên quan đến các vùng hoặc chức năng cụ thể của não, thường là trong bối cảnh xã hội. Rối loạn tâm thần là một khía cạnh của sức khỏe tâm thần. Tín ngưỡng văn hóa và tôn giáo, cũng như các chuẩn mực xã hội, cần được tính đến khi chẩn đoán các rối loạn tinh thần.",Rối loạn tâm thần
"Chứng Pica có thể xảy ra trong thời kỳ mang thai hoặc ở phụ nữ bị thiếu hụt chất dinh dưỡng. Phụ nữ có cảm giác thèm ăn bất thường trong thai kỳ nên hỏi bác sĩ để kiểm tra sắt trong cơ thể. Ở một số trường hợp, việc uống bổ sung chất sắt sẽ làm giảm những cơn thèm này. Người lớn mắc chứng Pica có thể nhận ra cảm giác thèm ăn này không lành mạnh hoặc không bình thường. Tuy nhiên, họ chỉ bị thôi thúc ăn các thứ phi thực phẩm. Đối với trẻ em bị Pica, chúng sẽ trở nên thất vọng nếu không được ăn để giải tỏa cơn thèm này. Do đó, vấn đề này cần phải được can thiệp và kiểm soát đúng thời điểm.",Hội chứng Pica
"Hiện nay, các chuyên gia vẫn chưa thể xác định được chính xác về nguyên nhân gây ra hội chứng sợ không gian hẹp. Tuy nhiên có một số ý kiến cho rằng những tác nhân từ môi trường có thể gây ảnh hưởng rất lớn đối với sức khỏe tinh thần của mỗi người. Thông thường thì những nỗi sợ hãi sẽ bắt đầu khởi phát từ khi còn thơ ấu hoặc trong giai đoạn đang dậy thì.",Chứng sợ không gian hẹp (Claustrophobia)
"Các nghiên cứu quy mô cho thấy hơn ba phần tư bệnh nhân rối loạn ám ảnh cưỡng chế nói rằng thuốc có tác dụng đối với họ ở một mức độ nào đó. Hơn một nửa giảm hẳn cả về mức độ thường xuyên cũng như cường độ của ý nghĩ ám ảnh và hành vi cưỡng chế, thuốc có tác dụng rõ rệt sau ít nhất 3 tuần hoặc lâu hơn. Nếu bệnh nhân rối loạn ám ảnh cưỡng chế không đáp ứng tốt với loại thuốc này hoặc có tác dụng phụ quá lớn, họ cần thử những loại khác thuộc dòng SRI. Với những bệnh nhân rối loạn ám ảnh cưỡng chế mà chỉ đáp trả một phần đối với những thuốc này, nghiên cứu đang khuyến nghị sử dụng một loại SRI sơ cấp và bổ sung một số thuốc. Điều đáng chú ý là thuốc có tác dụng hạn chế triệu chứng nhưng thông thường khi tạm ngừng dùng các triệu chứng lại tái phát.",Rối loạn ám ảnh cưỡng chế (OCD)
"Các tình huống gây lo lắng và sợ hãi bao gồm:
 
 Gặp gỡ người mới.
 Biểu diễn trước mọi người.
 Nhận hoặc gọi điện thoại.
 Sử dụng các dịch vụ công cộng.
 Yêu cầu giúp đỡ từ người khác.
 Hẹn hò.
 Trả lời câu hỏi trước đám đông.
 Ăn uống trước mặt mọi người.
 Tham gia vào một cuộc phỏng vấn.",Rối loạn lo âu xã hội (SAD)
"Bệnh nhân sợ hãi hoặc né tránh các tình huống trên bởi vì họ nghĩ rằng khó thoát khỏi tình huống hoặc không có người giúp đỡ trong trường hợp có các triệu chứng giống cơn hoảng sợ kịch phát hoặc các triệu chứng mất kiểm soát hoặc các tình huống khó khăn khác (ví dụ: sợ ngã ở người cao tuổi, sợ t iểu tiện không tự chủ).",Hội chứng sợ khoảng rộng (agoraphobia)
"Một trong những cách cai phim đen, phim sex hiệu quả khác là ngăn chặn các đề xuất phim người lớn ở tất cả các kênh trực tuyến.",Chứng nghiện
"Bệnh Parkinson (PD), hoặc đơn giản là Parkinson là một rối loạn thoái hóa lâu dài của hệ thần kinh trung ương, ảnh hưởng chủ yếu đến hệ thống vận động. Các triệu chứng khác bao gồm các vấn đề về giác quan, giấc ngủ và cảm xúc.",Bệnh Parkinson
 Các giai đoạn rối loạn không được tính vào rối loạn lưỡng cực II thường là các giai đoạn nào ?,Rối loạn lưỡng cực (Bipolar disorder)
Đâu không phải là rối loạn tâm thần và hành vi liên quan đến chất ma túy thường gặp?,Rối loạn tâm thần
một trong những nguyên nhân gây mất ngủ ở trẻ là gì,Mất ngủ
Họ dễ dàng bị báo động bởi những cảm giác cơ thể mới. Một số bệnh nhân đến bác sĩ thường xuyên,Rối loạn ám ảnh cưỡng chế (OCD)
Cảm xúc tiêu cực có thể xảy ra với mọi đối tượng nhưng gặp nhiều hơn ở trẻ đang học trung học cơ sở và trung học phổ thông.,Rối loạn cảm xúc
"Một nghiên cứu thực hiện tại Massachusetts thấy rằng, 52% đàn ông trong lứa tuổi từ 40 đến 70 bị rối loạn cương dương ở mức độ nặng nhẹ khác nhau, trong đó 9,6% bị nặng, bệnh ở người cao tuổi thường liên quan đến trầm cảm.",Rối loạn cường dương
"Những đặc điểm của bệnh tâm thần có thể tồn tại một các dai dẳng, tái phát và thuyên giảm hoặc xảy ra dưới dạng các đợt đơn lẻ.",Rối loạn tâm thần
Phương pháp để chuẩn đoán chứng nghiện rượu?,Chứng nghiện
Những người có vấn đề về tâm lý không cần quan tâm đến việc từ bỏ thuốc lá.,Chứng nghiện
Thông thường những cá nhân có chứng sợ khoảng trống vắng thường khai báo rằng mình bị cơn hoảng hốt hay rối loạn sợ hãi. Phái nữ có con số bệnh gấp đôi nam giới. Số lượng bệnh này thường hiếm nơi trẻ nhỏ nhưng phổ thông nhất là ở tuổi vị thành niên và những người trưởng thành trẻ tuổi.,Hội chứng sợ khoảng rộng (agoraphobia)
"Như vậy, có thể thấy rằng, hội chứng Lima liên quan đến một điều kiện nội tại đối với con người, làm thế nào để tạo cũng như thiết lập liên kết với những người khác, kể cả trong những điều kiện đặc biệt như một vụ bắt cóc. Những gì chúng ta biết về hội chứng này là sự xuất hiện hay không xuất hiện của hội chứng phụ thuộc rất nhiều vào các biến số khác nhau bao gồm cả kẻ bắt cóc và nạn nhân như trong tình huống xuyên suốt bài viết. Và những người mắc hội chứng Lima có thể trải qua những suy nghĩ và cảm xúc mâu thuẫn, rất khó hiểu.",Hội chứng Lima
 Biệt định mức độ của rối loạn lưỡng cực II bao gồm những yếu tố nào ?,Rối loạn lưỡng cực (Bipolar disorder)
"Theo Cẩm nang Chẩn đoán và Thống kê Rối loạn Tâm thần, Ấn bản lần thứ Năm (DSM5 TR), cá nhân có thể được chẩn đoán mắc rối loạn nhân cách né tránh nếu người đó có sự ức chế xã hội, cảm thấy mình không đủ tốt và nhạy cảm quá mức với các đánh giá tiêu cực; khởi phát từ giai đoạn đầu tuổi trưởng thành và thể hiện trong các bối cảnh khác nhau qua bốn (hoặc nhiều hơn) trong số các biểu hiện dưới đây:
 
 1. Tránh né các hoạt động nghề nghiệp liên quan nhiều đến tương tác liên cá nhân vì sợ bị chỉ trích, không đồng tình hoặc bị từ chối.
 
 2. Không sẵn sàng thiết lập mối quan hệ với người khác trừ khi chắc chắn mình sẽ được yêu thích.
 
 3. Thể hiện sự kiềm chế trong các mối quan hệ thân mật vì sợ bị xấu hổ hoặc chế giễu.
 
 4. Lo lắng đến việc bị chỉ trích hoặc bị từ chối trong các tình huống xã hội.
 
 5. Bị ức chế trong những tình huống liên cá nhân vì cảm thấy mình không đủ tốt.
 
 6. Nhìn nhận bản thân là một người kém cỏi về mặt xã hội, không hấp dẫn hoặc thấp kém so với người khác.
 
 7. Ngần ngại một cách bất thường trong việc chấp nhận các rủi ro cá nhân hoặc tham gia vào các hoạt động mới, vì chúng có thể khiến cho họ bị lúng túng.",Rối loạn nhân cách né tránh (AVPD)
"Lâm 40 tuổi mới đây trải qua một biến cố đau thương khi anh bị tai nạn ô tô. Sau vụ tai nạn, anh thường có những triệu chứng đau buồn, bao gồm lo lắng tột độ, khó chịu và khó tập trung. Anh ấy cũng có những suy nghĩ dai dẳng, ám ảnh về vụ tai nạn, và anh ấy thấy mình đang sống lại sự kiện đó qua những hồi tưởng sống động và những cơn ác mộng. Kèm theo đó là nhịp tim tăng, thở nhanh và huyết áp tăng cao. Anh cũng chủ động tìm kiếm sự giúp đỡ và hỗ trợ đã đóng một vai trò quan trọng trong quá trình phục hồi của anh ấy. Anh đang bị bệnh gì?",Rối loạn căng thẳng cấp tính (ASD)
"Vô thức sử dụng smartphone (điện thoại thông minh), cập nhật mọi thứ lên Facebook, cảm thấy khó chịu ở mức ám ảnh nếu không được sử dụng mạng xã hội; đó là những dấu hiệu chứng minh việc gì",Nghiện mạng xã hội
50% bệnh nhân rối loạn cương dương có vấn đề về tim mạch đúng không?,Rối loạn cường dương
"Sự lo lắng dai dẳng, quá mức về việc không thể quay trở lại như cũ (ví dụ như bị mất mát, bị bắt cóc, tai nạn, bị bệnh), và điều này dẫn đến sự chia tách với cá nhân gắn bó chủ yếu.",Rối loạn lo âu
Một số triệu chứng gắn liền với NPD là: Tin rằng bản thân đặc biệt hay khác biệt và chỉ nên giao lưu với những người cùng địa vị Đánh giá quá cao khả năng và thành tựu của bản thân Thiếu đồng cảm cho người khác,Rối loạn nhân cách ái kỷ (NPD)
"Một số trường hợp Pica hiếm gặp sẽ xuất hiện ở phụ nữ đang mang thai. Trong đó, các mẹ bầu mắc phải hội chứng này thường lựa chọn ăn các loại đất, đất sét và bột giặt. Ngoài ra, phụ nữ đang mang thai còn thèm ăn cả que diêm cháy, than, đá xanh, long não, nước đá, kem đánh răng, thạch cao, bã trà, tàn thuốc, phân gà,... Hầu hết các loại này đều không tốt và có nguy cơ ảnh hưởng xấu đến sức khỏe thai kỳ.",Hội chứng Pica
