text,labels
em sắp thi cấp 3 chị ạ hôm trước thi thử về điểm không như mong đợi lại so sánh với các bạn khác thấy mình toàn kém hơn làm em thất vọng về bản thân nhiều lắm nghe mẹ động viên em càng thấy mình kém em khóc khi nghĩ đến nhỡ mình không đỗ thì sao tâm trạng gần thi cứ càng ngày càng đi xuống mai em thi kì thi thử cuối cùng rồi may sao xem được video của chị khiến em phấn chấn lên nhiều lắm em cảm ơn chị giang nhé 3,"[20, 10, 9, 21]"
hôm đấy bổn cung về quê báo hiếu cha mẹ,"[2, 3, 9]"
lương tăng lương tăng,"[0, 1, 2]"
ngoại hình tôi mập lắm làm gì cũng rón rén ngại ngùng chẳng dám chạy nhảy luôn sợ người ta nhìn đánh giá,"[21, 20, 19, 17]"
xem lại live ở đâu vậy ạ,[14]
với tôi là gia đình và sự hận thù,[27]
chỉ tại tôi không nói nên không còn cơ hội,[21]
hối hận vì làm vk và hy sinh thanh xuân cho kẻ không đáng,[18]
xem mà nổi hết da gà thật may mắn khi chúng ta ở việt nam yêu thương yêu thương,"[7, 10, 2, 9]"
per có nên áp dụng với anh hàng xóm không nhể,[2]
3s để tôi nói tôi yêu em và cả quãng đời còn lại để tôi chứng mình lời tôi nói tôi yêu em,"[3, 4, 5]"
một giây rung động con tim vui,[2]
cầu mong đạt nước phát triển giàu đẹp cho con cháu được nhờ,[4]
mong việt nam sẽ phát triển và mạnh mẽ hòa đồng thêm nhìu nữa yêu thương yêu thương,"[5, 3]"
vohangx cảm ơn bạn ạ,[9]
cái đoạn bôi son nhìn vớ vẫn nghĩ sao dùng xong mà nó còn nguyên vớ vẫn,"[23, 25]"
một bộ phim quá suất sắc,"[2, 8, 1]"
per giảm tốc ở bình dương tuổi gì với cái này,[27]
chỉ cần đó là việc mình thích không làm phiền ai là được,[27]
thôi nhà đang yên ổn,"[26, 20]"
dell hiểu sao ngày sưa tao có thể cầm nó trưen tay đi câu cá nhớ lại vẫn thấy ớn,"[0, 18]"
đứa nào xấu vào đây tôi an ủi mỗi người 1 vẽ đẹp làm cụ gì phải theo tiêu chuẩn xã hội nào,"[6, 11]"
giờ tao mới nhớ tao đã từng vui,"[21, 12, 18]"
đậu đại học nhưng đậu vào cái ngành tôi không thích với lại ngành này sau ra ngoài cũng khó tìm công việc nên tôi quyết định nghỉ học đi làm dù cho đó là suy nghĩ bồng bột đi chăng nữa nhưng học cái ngành không có trả lời cũng,[15]
tự hèo là người việt nam yêu thương yêu thương,"[3, 7]"
tớ có những gì không nhan sắc răng hô da ngăm mụn ẩn chân không thon dài eo không thon tự ti thật,"[21, 19]"
chắc lại bài xây ngõ chung nhưng không chịu góp tiền rồi tới lúc xây xong thì làm rạp chiếm đường mình thì không rõ câu chuyện nhưng theo logic thì 80 nó như thế,"[25, 26]"
em này sao giống chị tao quá vậy,[13]
dân chơi gì mà trốn chơi hông đẹp gì hết nghĩ chơi với danh luôn,"[24, 25]"
rồi việt nam sẽ còn phát triển hơn nữa tôi yêu việt nam của tôi,"[3, 5, 7]"
nó mà có con khác rồi giận lại nó cho cút luôn lại bảo sao ngu vui,[23]
nhanh bất ngờ đấy,[13]
tự hào khi là người việt nam yêu thương yêu thương,"[7, 3]"
cha con y chang nhau 1 khuôn đúc ra,"[0, 13, 2, 3]"
thực ra chỉ cần nhập đúng input là được thôi mà dân,[2]
cảnh thì dõ đẹp mà nhìn nước ô nhiễm quá,[23]
mai tấn hùng khốn nhu nay thi co may tha người di tu ro i cười,[0]
bà mẹ nó ngạc nhiên xem rùng con mẹ nó mình hơn cả phim ma,[16]
chả có thằng vua nào vì dân cả chỉ sợ bản thân người nhà nó thôi miệng nói yêu dân như con đời nào nhường ngôi cho quan tốt,"[23, 26]"
các chị vào bênh người phụ nữ quá yêu mới sinh hận tiếp đi ạ,"[25, 26, 0]"
tại sao anh pakistan lại gọi cho người yêu bằng số điện thoại,[14]
người có nhan sắc tốt thật,[8]
không thấy có video ngắn nhỉ vui vui vui,[0]
đọc bình luận của thằng đó không thiếu chữ nào,"[0, 2]"
thắng đời 2 0 nội ngoại điều thw,"[1, 2, 7]"
tao chưa nghe nói kính thuỷ lực bai giờ,"[13, 14]"
mong tương lai sắp tới việt nam trở thành nước công nghiệp xuấ khẩu công nghệ cao chứ không phải là lúa gạo hay hồ tiêu như giờ yêu thương,"[5, 4, 3]"
hue anh tran avatar trên tay bà vợ vẫn cầm cốc highlands vậy nhìn ảnh mà tức dùm bạn luôn áh,"[0, 24, 25]"
em vợ có thể ngủ với mẹ còn anh thì ngủ với em,[2]
nguyễn ngọc đông phương học gì đến tận 1h sáng vậy bà vui,"[0, 13, 14]"
o w o,[13]
mình nguyên kiểu nhờn ý em,[0]
đúng chất dân miền tây cười,[0]
nhân nguyễn người ta sợ cười ăn hết của cải nhà bạn thoii,"[16, 25, 0]"
hối hận vì không nghe lời bme cứ nhất quyết lấy người ta vì yêu đến khi mình gặp khó khăn thì nhắm mắt làm ngơ như 2 kẻ xa lạ trong khi mình sẵn sàng đồng cam cạnh khổ vì người ta thật trớ trêu,"[18, 20, 21]"
hien2021 ai cx có 1 thời còn trẻ,"[12, 5]"
móng này mày ra uống chữa yếu sinh lý với ung thư khá tuyệt,"[0, 1]"
hong biết nói cái gì vui im cho lành vui còn không thì hết năng lượng rồii nên eo ơi xin đừng bắt chuyệnn mắc công gây hiểu lầmm,"[15, 17]"
nhanh vãi mới thấy xong,"[0, 13]"
hiện tại mình cũng muốn kết hôn lắm ngặt nỗi hai gia đình ngăn cản giữ dội phản đối kịch liệt chuyện hai bọn mình đến với nhau buồn nhất là chồng cô ý,"[21, 20]"
nó sale còn 225k là được rồi vui lời quá còn gì mẹ mày per bình luận chi để nó nhận ra chi vậy,"[0, 1, 2]"
làm con người còn sức khoẻ còn lành lặn mà vác mặt vào ăn cơm từ thiện thì chết con mẹ nó đi cho đỡ chật đất cơm này dành cho những người không còn khả năng lao động hoặc vô gia cư và hoàn cảnh quá khó khăn thôi,[24]
tôi không hối hận,"[24, 7]"
cả tết được có 400k buồn,[21]
khi nào tao nhìn con xò lông bánh bèo mà tao không mắc ói thì khi đó tao lấy,[27]
per dume lần sau có tỏ tình thì cũng 1 vừa 2 phải thôi,"[25, 26]"
per cách gì thì kệ mẹ tao,"[24, 25]"
nhiều lúc buồn đến nỗi coi những vid thế này đéo thể cười nỗi,[21]
em tự ti về nhan sắc,[19]
chưa bao giờ chiếm được việt nam,[7]
dume lũ mất dạy bố mẹ cho mày ăn học để dơ ngón tay thối cho người anh em thái lan thế hả thắng cũng đâu cần phải làm thế,[24]
ra sông mò đồng xu cùng ông anh hàng xóm được khoản kếch xù vui,[2]
trừ chết ra thì mọi chuyện đều có thể giải quyết,[27]
ê tính ra lúc trước tôi mê papa sao lắm luôn á,[0]
chúng mày đã bao giờ bị hất cả cốc nước vào mặt vì mặt không bao giờ tươi cười niềm nở chưa,[21]
tvnhinhi sự lạc quan sự hiểu biết và khả năng thích ứng giúp chúng ta vượt qua khó khăn và tận hưởng những khoảnh khắc tốt đẹp hơn,[5]
ai đời cho kiến đen đốt trời người ta cho kiến vàng đốt chứ ăn kì cục,[23]
thien uy duong ủa bộ xe cấp cứu 2 chỗ nằm hả ông,"[0, 13]"
vĩ hoàng anh đấm đau thế á vui vui,[0]
per trung thu đéo liên quan đến việc có gấu cho lắm bạn nhể nhưng mà lễ gì cũng thế thì đúng là bất hạnh mà buồn,[21]
trách nhiệm với bản thân,[7]
nếu đi nhiều học nhiều thì càng thấy bản thân nhỏ bé giữa thời gian này,"[12, 21]"
giá như lúc đó đi thì giờ có phải tốt hơn rồi không,[18]
không sao anh em tự tin lên,"[5, 6]"
mày không được ăn đồ chua nhưng phòng toàn xoài chua buồn,"[25, 20]"
em thật sự biết ơn anh rất rất nhiều một người thầy tuyệt vời yêu thương yêu thương yêu thương,"[9, 8]"
per chồng xem đi hài lắm,[0]
vô duyên và hài hước nó có 1 làn ranh giới mỏng manh vãi,[0]
hối hận vì đã chấp nhận yêu người hiện tại,[18]
tại vì em bị tự ti,"[21, 20, 19]"
chân ta cũng là chân đi và giờ bị đứt dây chằng nằm một chỗ đợi mổ rồi mày đồng cảm vãi,[21]
đii xemmm phim thooii,[1]
tươi ngon sạch sẽ thì đéo thích ăn cứ thích ăn cút trâu cứt bò,"[23, 24, 25]"
ước gì ước gì ước gì,[4]
đéo thấy vui đến lúc nó dừng xe đạp nó vả cho vỡ mõm lại hỏi tại sao,[24]
sao nó mới vậy,[13]
per không bao giờ quên được cười,"[2, 3]"
nếu không may mắn thì hãy tự tạo ra may mắn bác hồ nói rồi không gì là không thể,"[5, 8]"
ôi dồi ơiiii như hạn hán gặp mưa vậy giang ưiiii đúng cái em cần ngay lúc này buồn,[11]
mạnh louis lo hớt tóc đi cháu 1 thằng suốt ngày chỉ biết bám đầu phụ nữ thì biết gì về bóng đá mà bình luận,"[25, 26]"
trần dinh kini ý là nó có leo đâu tại nó nằm xuống rồi cầm cái thằng lên thôi,[27]
chính con cũng thấy thương bạn phương lắm bác ạ,"[6, 21, 3, 22]"
cười cũng cố che miệng lại biết mình cười xấu mà,"[21, 19]"
chẳng bù tuổi thơ tao đi học toàn gặp mấy thằng ông nội mắc thần bố gặp mặt tao là đánh với bắt nạt tao có trò mới là bắt tao ra thử trước bà mẹ nó vui cái phường bất lương,[24]
nhưng tôi đéo có bạn trai thì phải làm sao,"[20, 21]"
per ông này ác thật con bé nó van xin thế rồi,[23]
đứa nào bắt cóc nhỏ này thấy khổ vãi,[21]
nhuu quynhh_07,[19]
phucpro86580833 hãy mạnh mẽ bước tiếp,"[5, 6]"
tôi xem phim này cứ thích bà ma nhập vào thôi chứ bình thường yếu đúi nhạt tao không thích,"[0, 1, 2]"
ý thức con ruồi là chủ yếu thì ngập rác là chuyện đương nhiên,[23]
bạn đăng số thằng công khai ai giúp được gì người ta giúp tui cũng giúp nửa,"[4, 6]"
đến giờ em vẫn đang đợi anh người sẽ đúng và thời điểm sẽ đúng,[2]
jr nghi busan kìa mày,[27]
giống như thổi khí vào bong bóng đến một lúc nào đó thì nó phát nổ,[27]
ngài từng tuyên bố không sợ vtv mà vui,"[0, 26]"
chất liệu đỉnh quá,"[2, 8, 1]"
cho họ đi tù đi ạ,"[4, 24]"
vô liêm sỉ,[23]
dạ đây là chị gái em nha không phải chồng đâu ạ người trong hình là em buồn,[19]
tuyệt vời admin ạ,[11]
tiến thịnh nguyễn tính ra tội ổng vui đợt trước tranh cử bị trump chửi cho câm nín luôn,[0]
sang năm nữa vác giường ra mà nhìn,[27]
có khi những chi tiết nhỏ nhưng nó phản ánh nhiều điều đã làm nghề thì nên tận tâm với nghề thì nghề sẽ đưa bạn lên vị trí cao nhất của nghề của bạn yêu thương yêu thương yêu thương,"[8, 7, 5]"
chắc là vì em đi lấy chồng,[21]
giống chuyện của chúng mình quá chả biết sẽ cùng anh đi bao xa nhưng hạnh phúc khi có anh luôn bên cạnh,[2]
tôi là người sài gòn làm quản lí nào mà ngoo tới mức hiểu sai thông tin lí do dỡ tệ vl vui,[24]
mong sẽ tù chung thân ạ,"[4, 26, 24]"
bùi mình quang quá đủ rồi,"[24, 25]"
liên hoa nhà cao lắm mặt tiền trung tâm kinh tế xầm uất nhất thời gian luôn,[0]
rất hay và ý nghĩa,"[2, 9, 11]"
xem lại quá nhiều lần đến nỗi không nhớ nổi vì phim quá hay và ý nghĩa,[2]
vừa mới được xem màn cầu hôn mà giờ nghe thấy tin sát hại lun gớm thật,"[24, 23, 22]"
hay à ngheng,[2]
phước bạn vô lượng vô biên chúc các bạn khỏe mạnh để còn giúp đỡ nhiều người,"[6, 5]"
tôi nghe thấy nó nói gì tao chết liền,[16]
khốn nạn,[25]
ghét nhất kiểu tôi quen ông này quen bà kia nhìu cha có cái nón bảo hiểm không đòi được bị bắt cái gọi điện thoại nhờ người quen có bạn kiểu đó phiền quá,[23]
nangoc84 anh nói không sai ạ thông thường ngoài xã hội chúng ta hay gặp những người thành công sớm thường hay sẽ gặp vấn đề về vòng lao lý hoặc mất rất nhiều tiền hoặc đỗ vỡ một cuộc hôn nhân đại loại như thế vì những người thành công quá sớm họ là những,"[11, 12]"
không nếu em dám show cảm xúc của mình ra thì em cực kỳ can đảm đó tất nhiên cũng không nên khóc nhiều quá vì sau này nếu em bộc lộ cảm xúc ra thì không có tốt trong việc làm ăn này nọ anh đã khóc lúc trong bệnh viện sau khi phải phẩu thuật lần 2 cái khớp háng của anh nhưng mà giữa việc em khóc 1 cái cho đã so với việc em kìm nén rồi 1 ngày nghĩ quẫn thì anh theo hướng đầu tiên hơn,"[5, 11]"
thương thì thương nhưng vẫn phải than bả nói nhiều,"[0, 25, 3]"
bạn bè nói chuyện cũng chụp post facebook vui không,[23]
tuổi thơ của tao toàn chơi với lũ cướp đồ ăn của tao với trêu tao cả ngày thôi chứ làm gì gặp được mấy soái như vậy đâu,[23]
mong fap tivi đưa câu chuyện này dựng lên thành 1 tập phim nhỏ hài hước ạ,"[0, 4, 1]"
cứu thì jeese cũng toang vì bếch đá thở dài,[21]
cảm ơn cha mẹ đã cho mình hình hài này xin được khôn ngoan để đừng làm đau người khác,"[9, 6]"
đúng là càng ngày càng chán cứ theo luật mà làm thì chán cực kỳ luôn,[21]
ngày xưa nghèo có bếp dầu là mai rồi,[27]
kdanh nguyen ý là sau 8 ngày xác định được công an mổ thành công thì hôm nay bác sĩ mới trả lời phóng viên về tình trạng hiện tại của bé đó bạn,[27]
phạm hậu lộc vì sao lại gọi bài này vớ vẩn bắt nạt học đường đang là một vấn nạn gây ra trầm cảm và nhiều căn bệnh về tâm lý cho giới trẻ một bài thơ khuyến khích lòng nhân ái sống tự do không hơn thua như thế mà các bậc phụ huynh không muốn con mình tiếp thu lời thơ thì có thể điều chỉnh lại nhưng không thể cứ soi mói từng chút một rồi lôi ra phán xét cả bài thơ vô tri như thế,[25]
ơ cưng 3 3,[3]
anh lỡ mất em rồi buồn,[21]
sang năm khênh hẳn giường ra nằm xem cho đỡ mỏi lưng,[0]
anh đại nguyễn nguyễn tùng ngày xưa quây mấy cô vui vui,"[0, 2]"
per quả lừa con chó ngoài bờ rào,[27]
phản cảm,[23]
nhiều lúc tự ti về ngoại hình của mình buồn,"[19, 21]"
hồi lúc nhà tao nuôi mấy con ngỗng mỗi lần đi ngang nó là nó đòi dí cắn mà trong khi tao là người cho nó ăn thứ ngu như bò tức giận tức giận,[24]
nhưng công nhận nhìn ngáo cỏ yêu thật cười,[2]
